Episode,Throughput,Workload,Safety
68,5.93262296254314,0.758517780147448,1
69,6.82081239048056,0.65974545880787,1
70,6.17977530965677,0.728181814793188,1
71,6.22971774893134,0.722344122375679,1
72,6.03289559253657,0.745910472173106,1
73,5.97834581262037,0.752716577635981,1
74,5.639478840308,0.797946073994709,1
75,6.06218629571534,0.742306451911669,1
76,5.97957168119304,0.752562263640622,1
77,6.12667914330546,0.734492519478043,1
78,5.97308493502311,0.753379543226366,1
79,6.20503881770638,0.72521705862001,1
80,5.94615097643,0.756792085811072,1
81,6.20987359461323,0.724652431557309,1
82,5.79335002306657,0.776752652969867,1
83,5.62291549171788,0.800296573304037,1
84,6.470185144492,0.695497872086521,1
85,5.71387622524853,0.787556436752227,1
86,6.75748858405628,0.665927873058841,1
87,5.72097962217822,0.786578575206786,1
88,5.78078668305103,0.778440763641005,1
89,6.28681753635402,0.715783458638396,1
90,5.89757235454292,0.763025823080176,1
91,6.28853128623797,0.715588393405619,1
92,6.03768956599936,0.745318213334666,1
93,5.9150230705584,0.760774716568466,1
94,6.1617188180684,0.730315701327422,1
95,6.25006203872971,0.719992853209278,1
96,6.35448292359674,0.708161474994244,1
97,6.16333503261521,0.73012419026174,1
98,6.15476964463742,0.731140279786231,1
99,6.10589589299819,0.736992585340389,1
100,5.84837143199432,0.769444973241975,1
101,6.24695439105016,0.720351025204702,1
102,6.25508952438222,0.719414163851545,1
103,6.08423393244,0.739616531837613,1
104,6.9035540589962,0.651838163581255,1
105,6.11182402827113,0.736277742812063,1
106,5.84027208036735,0.770512047739556,1
107,6.5190305020341,0.690286691954561,1
108,5.79736579151415,0.776214605362118,1
109,6.08090184549257,0.740021811622497,1
110,6.29718267562513,0.714605281726765,1
111,5.39925617854582,0.833448136408297,1
112,5.54751279797229,0.811174334134898,1
113,5.88860629663779,0.764187614744996,1
114,6.33018293555974,0.710879929665428,1
115,5.84566026450565,0.769801835273188,1
116,6.37445626730165,0.705942563773346,1
117,5.56892335421341,0.808055653449662,1
118,6.14768921227468,0.731982350541591,1
119,6.20788336365323,0.724884753207062,1
120,5.63911333834741,0.797997793269884,1
121,5.99013863199347,0.751234700306499,1
122,6.29723147522325,0.7145997439836,1
123,5.94113740228195,0.757430723327756,1
124,5.87053916536222,0.766539473333425,1
125,6.09501114530984,0.738308740167405,1
126,6.42527354925638,0.700359286729637,1
127,6.09137973601734,0.738748886954499,1
128,6.04169828663762,0.744823688060129,1
129,6.23665279050621,0.721540889185006,1
130,5.79673356375631,0.776299264146958,1
131,5.91124398613685,0.761261083209131,1
132,5.75302274407423,0.782197498634109,1
133,5.84719765221083,0.769599433379602,1
134,5.57025247278173,0.807862843199411,1
135,5.62844609886583,0.799510188239482,1
136,5.6107665239326,0.802029451912738,1
137,5.74460732887076,0.783343358802661,1
138,6.6738503739326,0.674273432556498,1
139,6.04332694311382,0.744622960557777,1
140,6.04716922288913,0.744149838401587,1
141,5.96436683068886,0.754480756757925,1
142,6.32024210098406,0.711998041862882,1
143,6.41271985574584,0.701730326792301,1
144,6.13034009499842,0.73405389101845,1
145,6.20272478623572,0.725487613118965,1
146,6.22024071993279,0.723444670811489,1
147,6.059294361632,0.742660734308339,1
148,6.06297309921193,0.742210121398182,1
149,6.05692727802252,0.74295097059002,1
150,6.2398645595456,0.721169499282801,1
151,5.99024170655231,0.751221773752094,1
152,6.26507634743745,0.718267384218007,1
153,5.7194940194519,0.786782884062048,1
154,5.94210996162086,0.757306752831028,1
155,6.58569553902322,0.683299125101588,1
156,6.1442061312468,0.732397303064904,0.933333333333333
157,5.76279578109244,0.78087098188771,1
158,5.96044063471214,0.754977740033699,1
159,5.75528474509728,0.781890071352836,1
160,5.81154154870768,0.77432122996706,1
161,6.28345463788945,0.716166545209834,1
162,5.89116264372147,0.763856011477784,1
163,5.86795222015679,0.76687740989816,1
164,5.27886938639066,0.852455264682501,1
165,5.68829969187639,0.791097558805941,0.933333333333333
166,6.03629028538732,0.74549098655736,1
167,5.73356052123083,0.784852620520343,1
168,6.37294913132679,0.706109511823947,1
169,5.93972365992034,0.757611003078273,1
170,5.92323091623162,0.759720507885064,1
171,6.42315012905791,0.700590817524612,1
172,6.2628098886209,0.718527319211173,1
173,5.82538630120356,0.772480959600958,1
174,5.7306449891847,0.785251923386065,1
175,6.09442043883723,0.738380301320098,1
176,6.47613791557938,0.69485858063253,1
177,6.11288270185922,0.736150228865235,1
178,6.1991810353348,0.725902336832944,1
179,6.32596666610559,0.711353732562473,1
180,6.42252133446817,0.700659408611001,1
181,5.31029506353221,0.84741053861643,1
182,6.34932744626313,0.708736482420426,1
183,6.14747039133141,0.732008405659909,1
184,5.64994862145118,0.796467419706231,1
185,5.6719585681987,0.793376740308085,1
186,5.85551787136583,0.768505894586289,1
187,6.14451090510271,0.732360975429789,1
188,6.21328518580263,0.724254539334925,1
189,5.70996954338034,0.788095271929589,1
190,5.92028494638977,0.760098549436228,1
191,5.78612188673354,0.777722987536373,1
192,5.55806683851974,0.809634020377931,1
193,6.13783933356128,0.733157020809312,1
194,6.08064744291261,0.740052772710091,1
195,6.02325960105753,0.747103777364986,1
196,5.78984521880243,0.777222849651718,1
197,5.91192422822327,0.761173490437714,1
198,5.81301596754887,0.774124830401503,1
199,5.9467061496495,0.756721433135759,1
200,6.17723606737373,0.728481144466475,1
201,6.22237560850015,0.723196457933642,1
202,6.01953268857107,0.747566336593517,1
203,5.79322366863722,0.776769594511196,1
204,6.32178547990965,0.711824217114105,1
205,5.9876796110262,0.751543217461625,1
206,5.89538456826269,0.763308983136635,1
207,6.29533647726696,0.714814850048113,1
208,6.35528467274857,0.708072137082385,1
209,6.04950080127117,0.74386303065774,1
210,6.18394032264014,0.727691369129965,1
211,5.76919862459233,0.780004345979331,1
212,6.17760294015202,0.728437881747263,1
213,5.74489530979266,0.783304091256348,1
214,6.33078281560316,0.710812569483362,1
215,6.1925367242053,0.726681197127256,1
216,5.64899688521736,0.796601607583795,1
217,6.26228534220542,0.718587505055337,1
218,6.02862557255645,0.746438793692036,1
219,6.19242734715517,0.726694032521402,1
220,6.3098118393158,0.713174990728084,1
221,5.98560974978282,0.751803105801089,1
222,5.85391265881514,0.768716628052805,1
223,6.13347304909944,0.733678939155153,1
224,6.14641199023804,0.7321344561912,1
225,5.73870425070613,0.784149139493691,1
226,6.37089259974074,0.706337444800612,1
227,5.88739608367409,0.764344701128334,1
228,6.13007051928149,0.734086171740721,1
229,5.70135801958692,0.789285637656911,1
230,5.84312380353027,0.770136001102906,1
231,5.84651364556274,0.769689471847092,1
232,5.97569197479186,0.753050863227725,1
233,5.99641714472266,0.750448124503875,1
234,5.67145024456829,0.793447849482552,1
235,6.06990165499473,0.741362917518951,1
236,5.60270708418503,0.803183163492934,1
237,5.81414415197569,0.773974618168155,1
238,5.37351923684108,0.837440009360682,1
239,5.81739853982342,0.773541638791794,1
240,5.94813425270058,0.756539749915178,1
241,5.74425417786338,0.783391517969668,1
242,6.34966635696651,0.708698653916335,1
243,5.86983937488721,0.76663085863171,1
244,5.853200993225,0.768810093008713,1
245,5.89435467510052,0.763442352563092,1
246,6.45141048405517,0.697521884729218,1
247,6.31256318416246,0.712864151806038,1
248,6.17993734549908,0.728162722115202,1
249,6.23965948645735,0.72119320129037,1
250,6.3286006574274,0.711057664022249,1
251,5.5813027960213,0.806263369765189,1
252,6.17891983201232,0.72828263229537,1
253,6.00221612839233,0.74972308623037,1
254,6.56063245070416,0.685909481107573,1
255,5.66345338002146,0.794568207425229,1
256,6.24763835023161,0.720272164894625,1
257,5.7762006116518,0.779058814356717,1
258,5.99003413052318,0.751247806263662,1
259,6.34283315121156,0.709462142976352,1
260,5.82211610676835,0.772914850455943,1
261,6.16603321219154,0.729804696981287,1
262,6.09145416902892,0.738739859995923,1
263,5.74290681464554,0.783575312161451,1
264,6.13372834294147,0.733648402472613,1
265,5.46136649204522,0.823969606609352,1
266,5.82347239034515,0.772734839004412,1
267,5.68725359880522,0.791243070459415,1
268,6.11680513000443,0.735678169298937,1
269,6.22591027270889,0.722785874336421,1
270,5.86596768907846,0.767136854227533,1
271,5.84653731610661,0.769686355649003,1
272,6.10625370831871,0.736949398920247,1
273,6.4941100034369,0.692935598198745,1
274,6.2258550082514,0.722792290221336,1
275,5.73775057462689,0.784279473544844,1
276,5.64825447438555,0.796706313500426,1
277,5.79891256024427,0.776007562323106,0.933333333333333
278,5.80588366341911,0.775075812895281,1
279,5.53872963997684,0.812460671039147,1
280,5.82970818194485,0.771908277319424,1
281,6.11280291121146,0.736159837862034,1
282,5.72996971443222,0.785344465026706,1
283,5.8570340750275,0.768306952350942,1
284,6.36013170340817,0.707532518169178,1
285,5.94279403017057,0.75721958007534,1
286,6.11846784730427,0.735478245911295,1
287,6.09836498171493,0.737902702362453,1
288,6.52057071903118,0.690123640077414,1
289,5.56975543871234,0.807934935297688,1
290,5.96747409017843,0.754087899167644,1
291,5.44953955586149,0.825757837680035,1
292,5.76121469467889,0.781085281226586,1
293,5.80165668427733,0.775640518715135,1
294,6.09635025719561,0.738146564772683,1
295,5.89099042770176,0.763878341889545,1
296,6.20424099758348,0.725310316242184,1
297,5.96663625309783,0.75419378844548,1
298,5.10277238215352,0.881873550883504,1
299,5.73519189199491,0.784629369817778,1
300,6.18613617835417,0.727433064882389,1
301,5.65365130520053,0.795945798047478,1
302,6.11497477839703,0.735898374576718,1
303,5.95805224998906,0.755280385466285,1
304,6.10161825277189,0.737509266161597,1
305,5.91799762536249,0.760392329445108,1
306,5.9605173912566,0.754968017810164,1
307,5.85628606065373,0.768405087011352,1
308,5.54715950583281,0.811225996885122,1
309,6.17771292685304,0.728424912792495,1
310,6.20072686337941,0.725721370921262,1
311,6.11828537332649,0.735500181083146,1
312,5.94856217173316,0.756485327056587,1
313,5.9875279407899,0.751562254823706,1
314,6.19510565981572,0.726379862927771,1
315,6.3201889627662,0.712004028124889,1
316,6.06019255244347,0.742550663375473,1
317,5.76929154012521,0.779991783861618,1
318,5.37170764585654,0.837722433288243,1
319,5.79220983325412,0.776905555832022,1
320,6.0409235977403,0.744919204355323,1
321,6.28243713971551,0.71628253493417,1
322,5.81453832881008,0.773922149193384,1
323,5.88603490110054,0.764521460645539,1
324,5.70544843760226,0.78871977360138,1
325,5.78067701762457,0.778455531468036,1
326,6.16304461839012,0.730158595083394,1
327,6.38280283970761,0.705019426889605,1
328,6.15402620731196,0.731228605210242,1
329,6.1364181998459,0.733326812718371,1
330,6.37048897153135,0.706382197678977,1
331,6.23236322637885,0.722037505926079,1
332,6.39234820799276,0.703966657256462,1
333,5.76446649456624,0.780644662301678,1
334,5.86406094221237,0.767386294983192,1
335,5.69615481834041,0.790006617360707,1
336,6.49258357120347,0.69309851011527,1
337,5.53223110414062,0.813415042736005,1
338,5.87102512900731,0.766476024394206,1
339,6.08526004395469,0.739491815879004,1
340,5.89796299111329,0.76297528600643,1
341,5.65487904957251,0.795772988343612,1
342,5.73096820919108,0.785207636081996,1
343,5.7299461301905,0.785347697474843,1
344,5.91158875605186,0.761216685682546,1
345,6.38869635317885,0.704369052969769,1
346,6.30197567343077,0.714061785254436,1
347,5.98069622639493,0.752420760001136,1
348,5.96195346865211,0.754786165920441,1
349,6.09601048166794,0.738187707113119,1
350,5.74959935776865,0.782663229207399,1
351,6.27967563996508,0.716597521591899,1
352,6.17155927693968,0.729151223875376,1
353,5.75302661958966,0.782196971708253,1
354,5.85739526976267,0.768259574905269,1
355,5.75816865547239,0.781498470997951,1
356,5.90122624101175,0.762553377250028,1
357,5.78069031989622,0.778453740120227,1
358,6.78697227736674,0.663034975847278,1
359,6.02075328232628,0.747414781670194,1
360,5.92964015975164,0.758899339380567,1
361,6.03337735976608,0.74585091096879,1
362,6.10390515317148,0.737232949575221,1
363,5.92854021920377,0.759040140340714,1
364,5.58520604089333,0.805699909198022,1
365,5.7023876499873,0.789143123233655,1
366,6.08769842986854,0.73919561749664,1
367,6.22853413828378,0.722481389696603,1
368,6.43362704414839,0.699449932226474,1
369,6.19025301475182,0.726949284508432,1
370,6.0091443746453,0.74885869259309,1
371,5.98516611745316,0.75185883093164,1
372,6.11044506534715,0.736443900873911,1
373,5.92727575777306,0.759202065822343,1
374,6.02639104982523,0.746715565384776,1
375,6.4336413434733,0.699448377638442,1
376,6.2700337123156,0.717699490380905,1
377,6.05483875579156,0.743207239944362,1
378,5.88076226784289,0.765206923022011,1
379,5.78809305352338,0.777458129713502,1
380,6.12418924943216,0.734791139972895,1
381,5.89430900992568,0.763448267205242,1
382,6.59219466966427,0.682625472319247,1
383,5.59631378110969,0.804100730589789,1
384,6.08233982472459,0.739846856584302,1
385,5.98898170591871,0.751379820638423,1
386,5.64247318480694,0.797522620420564,1
387,5.61622634964796,0.801249757371704,1
388,5.72310324578641,0.786286706135014,1
389,5.4824202838327,0.820805368255003,1
390,5.92843952159049,0.759053033030307,1
391,5.97880247479601,0.752659084987338,1
392,6.02143147939255,0.747330599941322,1
393,6.12137050294507,0.735129493931954,1
394,5.72343409278229,0.78624125429781,1
395,6.3195225631346,0.712079109623103,1
396,5.75761206922811,0.781574018168142,1
397,5.71272220350421,0.787715530301768,1
398,6.27116577480764,0.717569932224927,1
399,6.1085931266648,0.736667168149884,1
400,5.97968512116894,0.752547986861274,1
401,5.88359786680788,0.764838131679019,1
402,6.06181305099853,0.742352158032776,1
403,5.66128786887832,0.794872139383294,1
404,6.01840402572567,0.747706531626117,1
405,5.59340666277922,0.804518654069051,1
406,6.26697915429437,0.718049300820864,1
407,6.87002636635286,0.655019320164407,1
408,5.81186164020079,0.77427858379721,1
409,5.64699572859269,0.796883903633033,1
410,5.56147503137301,0.809137859041875,1
411,6.26072127486443,0.718767024187232,1
412,5.75876805725918,0.781417128673476,1
413,6.21158246291982,0.724453072443754,1
414,6.23704545043528,0.721495463799441,1
415,6.23131296164457,0.722159202675058,1
416,5.75632046935206,0.781749387296799,1
417,5.92804662928744,0.759103340680184,1
418,5.90615021388194,0.761917634506333,1
419,6.10846713775172,0.736682362124693,1
420,5.65411806744598,0.795880090638555,1
421,6.25079336814516,0.719908615589915,1
422,5.60279189206494,0.803171005936025,1
423,6.11357372984597,0.736067020510665,1
424,6.74172843329997,0.667484613852552,1
425,5.87898994294127,0.765437608105287,1
426,6.23039172184873,0.722265982766285,1
427,6.38279362902264,0.705020444267295,1
428,6.3224407760001,0.711750439336963,1
429,6.05258104793301,0.743484467925757,1
430,5.72600065582996,0.78588883768609,1
431,6.02967708957491,0.74630862202892,1
432,5.9286112556344,0.759031045546007,1
433,6.28406817938306,0.716096622688424,0.933333333333333
434,6.21351076463407,0.724228245585894,1
435,5.92182986333412,0.759900251079892,1
436,5.78556698478465,0.777797580052995,1
437,5.94306947743213,0.757184484732686,1
438,6.39323948328044,0.703868517950622,1
439,5.60857900685864,0.802342267889429,1
440,6.07731785638158,0.740458226201664,1
441,5.86677737364638,0.767030980281277,1
442,6.03039611596562,0.746219636896843,1
443,5.88183356834498,0.765067550400989,1
444,6.04044836988868,0.744977810328164,1
445,5.75246121706694,0.782273852911686,1
446,5.24907348912652,0.857294150924305,1
447,5.96654250020298,0.754205639169906,1
448,5.68556782491432,0.791477674451595,1
449,6.08444293050705,0.73959112631943,1
450,6.08839767345929,0.739110721958345,1
451,5.77310526663442,0.779476519509819,0.933333333333333
452,6.06389707049613,0.742097028970814,1
453,6.06281324929027,0.742229690239392,1
454,5.9531877642303,0.7558975423282,1
455,6.52003265073776,0.690180592805898,1
456,6.18168327454175,0.727957062849291,1
457,5.69994777063048,0.789480918261511,1
458,6.13555084693368,0.733430479554893,1
459,5.94512161160864,0.756923120161773,1
460,5.7698386859299,0.779917818321944,1
461,5.91701272339793,0.760518898701271,1
462,6.17424898057735,0.72883358189083,1
463,6.28685138039435,0.715779605357513,1
464,5.75947283951563,0.781321507261148,1
465,5.85348897912378,0.768772268308536,1
466,6.23658665842619,0.721548540325355,1
467,5.94866208884857,0.756472620698317,1
468,5.35422951953381,0.840457059896792,1
469,6.32822206870473,0.71110020336582,1
470,6.15059220513218,0.731636865185943,1
471,5.76406119393411,0.78069955342175,1
472,6.29498466231706,0.714854799716643,1
473,5.99905115805535,0.750118624002319,1
474,6.93417969873159,0.648959241829736,1
475,5.94611408506226,0.75679678116248,1
476,5.85943588512667,0.7679920197476,1
477,5.74992298387498,0.782619178138516,1
478,5.7022578294569,0.789161089271299,1
479,5.83933728696525,0.770635395568781,1
480,5.36470007279306,0.838816697847031,1
481,5.82771455725858,0.772172342311297,1
482,6.19774327565669,0.726070732499515,1
483,5.8410531791045,0.770409010501408,1
484,6.08412495931173,0.739629779153823,1
485,6.67376489364345,0.67428206892426,1
486,5.75280026549883,0.782227748630136,1
487,6.53568811574581,0.68852734712946,1
488,5.74065972370396,0.783882030390844,1
489,5.9610804121581,0.754896711478995,1
490,6.13120079449028,0.733950844350729,1
491,5.66965111969642,0.79369963071748,1
492,5.88583686206382,0.764547184276208,1
493,5.69449434363065,0.790236977763143,1
494,5.63871103075247,0.798054728369276,1
495,6.26141624155116,0.718687246846442,1
496,5.83942778958663,0.770623451843139,1
497,6.28264145805108,0.716259240646836,1
498,6.43235858334835,0.699587863719117,1
499,6.21697924800697,0.723824195077152,1
500,5.7176947306239,0.787030475044087,1
501,6.3601572814134,0.707529672756768,1
502,5.90963855256194,0.761467890121497,1
503,6.31542320111651,0.712541322520467,1
504,6.48089368597004,0.694348683691832,1
505,6.15585881708259,0.731010917195248,1
506,6.30027787400057,0.714254210686516,1
507,5.94376934845547,0.757095327255482,1
508,5.72208991546397,0.786425950392484,1
509,6.07028882569242,0.741315632454555,1
510,5.85338308986618,0.768786175603428,1
511,6.08159193151257,0.739937840400415,1
512,6.08440322151553,0.739595953155636,1
513,6.73470351596822,0.668180861908819,1
514,5.95560867669107,0.755590275367151,1
515,6.28270306432026,0.716252217227278,1
516,5.66171560062728,0.7948120883185,1
517,5.57663126364369,0.806938774908306,1
518,5.82249061708616,0.772865135547785,1
519,6.12329069069519,0.73489896647208,1
520,5.84157208051837,0.770340575785668,1
521,5.91537256381904,0.760729768319908,1
522,5.66924575010857,0.793756382833435,1
523,5.59099749320767,0.804865322416421,1
524,6.06196979839079,0.742332962660845,1
525,6.51247794138609,0.690981227192032,1
526,5.77460884419457,0.779273561450664,1
527,5.87721895352496,0.765668258335186,1
528,6.15383156043115,0.731251734112255,1
529,5.98448234861864,0.751944736045334,1
530,6.07694855891503,0.740503224006791,1
531,6.04836736539144,0.744002427125848,1
532,5.94905968164866,0.756422063453383,1
533,6.48601806238901,0.69380010303926,1
534,5.77845936651755,0.778754286319741,1
535,5.64224109421354,0.797555426090357,1
536,5.92158541925375,0.75993161989498,1
537,6.24621394210995,0.720436418237687,1
538,5.71246633441944,0.787750813144588,1
539,5.63506754602922,0.798570729319997,0.933333333333333
540,6.03539171894736,0.745601977394908,1
541,6.10155446145801,0.737516976768031,1
542,6.13990864239765,0.732909927832858,1
543,6.61795630553165,0.679968224667584,1
544,6.27227262963903,0.717443304159911,0.933333333333333
545,6.3895770798094,0.704271964136668,1
546,5.66564009883605,0.794261534707169,1
547,6.05581260879829,0.743087722605898,1
548,6.29773310988467,0.71454282381973,1
549,6.34581332055411,0.709128959943477,1
550,5.89752232712006,0.763032295665337,1
551,5.57561604001517,0.807085704557905,1
552,6.33342377085486,0.71051616989662,1
553,6.04912841407159,0.743908823216914,1
554,5.93509660970834,0.758201642857695,1
555,6.61996554034638,0.679761846579724,1
556,5.78265950024977,0.778188651745038,1
557,6.52794652861029,0.689343881767057,1
558,5.81204421699891,0.774254260977321,1
559,5.90074932218334,0.762615009433234,1
560,5.84078213525317,0.770444761642346,1
561,5.67564693948082,0.792861157147953,1
562,5.98025769222414,0.752475935251276,1
563,5.72552037812857,0.785954760931418,1
564,6.42468305684368,0.700423656729109,1
565,5.96000348552951,0.75503311548822,1
566,6.75112660361931,0.666555415741652,1
567,5.61908310339898,0.800842400298005,1
568,6.90174660193436,0.652008869572056,1
569,5.87702265125771,0.765693832920141,1
570,6.07417726313643,0.740841072800105,1
571,6.07041924094983,0.741299706228509,1
572,5.99887682665415,0.750140422954785,1
573,6.11942834649052,0.735362806001437,1
574,6.22068364328612,0.72339316030912,1
575,5.46928319703457,0.822776923023457,1
576,5.92724318662445,0.759206237759031,1
577,6.30607093560644,0.713598062240518,1
578,6.23526315976104,0.721701696416044,1
579,5.99222744228218,0.750972829944209,1
580,6.42185424179092,0.70073219206935,1
581,6.30570411288474,0.713639574493344,1
582,6.11103632799459,0.736372647530428,1
583,5.58691941872772,0.805452819834076,1
584,6.08722587200646,0.739253002043889,1
585,5.51967913542755,0.815264780721975,1
586,6.19904500490402,0.725918265868385,1
587,5.77633394279835,0.779040831877523,1
588,5.89517030811832,0.763336725624871,1
589,5.97672291573413,0.752920967467548,1
590,6.43650914721576,0.699136736556424,1
591,6.08890248403431,0.739049444756166,1
592,6.49559946968127,0.692776705368628,1
593,6.00701199401056,0.749124523887557,1
594,5.72787551535946,0.785631598999162,1
595,6.18620980798503,0.727424406813926,1
596,5.59984905819987,0.803593088533456,1
597,5.9956078342119,0.750549422916269,1
598,6.39785158402279,0.703361111288945,1
599,6.10779317344003,0.73676365132474,1
600,6.03064054460915,0.746189391775737,1
601,6.39170007828833,0.704038040721879,1
602,5.84201634919616,0.770281993582435,1
603,6.27097677729892,0.717591558669154,1
604,5.44456686403709,0.826512027930775,1
605,5.79205351855137,0.776926522793159,1
606,6.04485699069978,0.74443448487258,1
607,6.42983484206991,0.699862455339731,1
608,6.11773292432917,0.735566598879182,1
609,6.10783524061577,0.736758576930167,1
610,6.16042060743527,0.730469603742439,1
611,5.57644770477666,0.806965336758274,1
612,5.93305940422948,0.758461982833359,1
613,6.08840599373185,0.739109711907,1
614,6.04409489594568,0.744528349979839,1
615,6.67589301093599,0.674067123698418,1
616,6.16008633425453,0.730509242212524,1
617,6.12427842597988,0.734780440567576,1
618,6.0407357633878,0.744942367331141,1
619,6.07513278722908,0.74072454999827,1
620,6.06848564282399,0.741535906131915,0.933333333333333
621,5.58426439109983,0.80583577080843,1
622,6.20344889529838,0.725402929233538,1
623,5.49268680232399,0.819271180380432,1
624,6.08038522086148,0.74008468814784,1
625,5.92537957640521,0.759445018158658,1
626,6.16559404721176,0.72985667975254,1
627,5.38870434694615,0.835080143624916,1
628,5.61799977511217,0.800996828076617,1
629,6.24778780937737,0.720254934593954,1
630,6.16624406151358,0.729779741948037,1
631,6.01144759693016,0.748571775340435,1
632,5.97048674227833,0.753707393424813,1
633,6.02983706397644,0.746288822111625,1
634,6.3866719403235,0.704592320076498,1
635,5.71262247576004,0.787729281795624,1
636,6.13141337695333,0.73392539751349,1
637,5.69515934637409,0.790144704706989,1
638,5.49507467740232,0.81891516752367,1
639,5.97279773847466,0.753415768796688,1
640,5.8729619236452,0.766223254723055,1
641,5.98098951821464,0.752383863288106,1
642,6.28533574654939,0.715952207083046,1
643,5.93440608609294,0.758289866705546,1
644,6.11817689321821,0.735513222082234,1
645,6.26643614915703,0.718111521906331,1
646,5.87845963407765,0.765506659927259,1
647,6.01833913744001,0.747714593218179,1
648,5.98698543119145,0.751630357501049,1
649,6.05564741564535,0.743107993436641,0.933333333333333
650,5.95081479898499,0.756198966361304,1
651,5.67466302362758,0.792998629392329,1
652,6.64483474989522,0.677217744214175,1
653,5.98701920242099,0.751626117748264,1
654,5.66295952470502,0.794637500121352,1
655,5.8725406244857,0.766278223983184,0.933333333333333
656,5.91528581562199,0.760740924490194,1
657,6.05767067903292,0.742859795197451,1
658,5.86779440646294,0.766898034982886,1
659,6.40672749324801,0.702386671626428,1
660,6.08935062941004,0.738995054458866,1
661,6.2060390391987,0.725100176066733,1
662,6.43165681820987,0.699664196519194,1
663,6.33350787277251,0.710506735034673,1
664,5.85830598290886,0.768140143776783,1
665,5.75128194161884,0.782434254776487,1
666,5.82654866580731,0.772326853872849,1
667,5.93386782504573,0.758358651166167,1
668,6.13713142641167,0.733241589162303,1
669,6.10592333502424,0.736989273053513,1
670,6.92424342712037,0.649890496682242,1
671,5.94660797184267,0.756733926518715,1
672,5.3085058945714,0.847696148289446,1
673,6.54744440873448,0.687291058782701,1
674,5.89866532585831,0.762884441040095,1
675,5.40703731861113,0.83224874082354,1
676,6.20541407482594,0.725173202906081,1
677,6.01629698198924,0.747968395421882,0.933333333333333
678,6.02568052114836,0.746803615659066,1
679,5.99237602391505,0.750954209489006,1
680,5.47131077039221,0.822472016093763,1
681,6.03881520400715,0.745179285667486,1
682,6.33885188651982,0.709907737325379,1
683,5.71133089441426,0.787907421788684,1
684,5.81256568881065,0.77418479909184,1
685,5.63606127997357,0.798429927649953,1
686,5.76774339846753,0.780201144384411,1
687,5.73151056156262,0.785133334688148,1
688,5.63681198665104,0.798323593310685,1
689,5.76200553119545,0.780978077101287,1
690,5.64372164267935,0.797346198999218,1
691,5.92387786257675,0.759637538854085,1
692,5.96968060551952,0.75380917294626,1
693,6.30511611347501,0.713706126740918,1
694,5.85360120652499,0.768757529123074,1
